artist,track,time,date.entered,week,position
Sisqo,Thong Song,4:05,2000-01-29,4,26
Sister Hazel,Change Your Mind,4:02,2000-07-15,4,59
Smash Mouth,Then The Morning Com...,3:04,1999-10-30,4,46
"Smith, Will",Freakin' It,3:58,2000-02-12,4,99
Son By Four,A Puro Dolor (Purest...,3:30,2000-04-08,4,79
Sonique,It Feels So Good,3:48,2000-01-22,4,23
SoulDecision,Faded,3:25,2000-07-08,4,64
"Spears, Britney",From The Bottom Of M...,4:30,2000-01-29,4,52
"Spears, Britney",Lucky,3:23,2000-08-12,4,26
"Spears, Britney",Oops!.. I Did It Aga...,3:30,2000-04-22,4,19
Splender,I Think God Can Expl...,3:55,2000-06-10,4,62
Sting,Desert Rose,3:52,2000-05-13,4,59
Stone Temple Pilots,Sour Girl,4:16,2000-07-08,4,78
"Stone, Angie",No More Rain (In Thi...,4:42,1999-12-25,4,66
"Strait, George",Go On,3:48,2000-08-26,4,56
"Strait, George",The Best Day,3:24,2000-01-29,4,45
Sugar Ray,Falls Apart,4:15,2000-01-15,4,40
TLC,Dear Lie,4:36,2000-02-12,4,51
Tamar,If You Don't Wanna L...,4:02,2000-03-25,4,89
Tamia,Can't Go For That,3:38,2000-09-16,4,88
Third Eye Blind,Deep Inside Of You,4:10,2000-09-02,4,70
Third Eye Blind,Never Let You Go,3:57,2000-01-22,4,24
"Thomas, Carl",Emotional,4:31,2000-11-25,4,58
"Thomas, Carl",I Wish,3:50,2000-03-25,4,39
"Thomas, Carl",Summer Rain,4:57,2000-09-23,4,80
"Tippin, Aaron",Kiss This,2:53,2000-08-26,4,53
Train,Meet Virginia,3:55,1999-10-09,4,54
Trick Daddy,Shut Up,4:17,2000-05-20,4,87
Trina,Pull Over,2:58,2000-09-09,4,100
"Tritt, Travis",Best Of Intentions,4:15,2000-08-19,4,70
"Urban, Keith",Your Everything,4:10,2000-07-15,4,73
Usher,Pop Ya Collar,3:36,2000-11-04,4,60
"Vassar, Phil",Carlene,4:07,2000-03-04,4,64
"Vassar, Phil",Just Another Day In ...,3:54,2000-09-30,4,67
Vertical Horizon,Everything You Want,4:01,2000-01-22,4,46
Vertical Horizon,You're A God,3:45,2000-08-26,4,41
Vitamin C,Graduation (Friends ...,4:23,2000-04-15,4,54
Vitamin C,The Itch,3:30,2000-12-02,4,52
"Walker, Clay","Live, Laugh, Love",4:06,1999-12-04,4,94
"Walker, Clay",The Chain Of Love,5:03,2000-04-15,4,57
"Wallflowers, The",Sleepwalker,3:29,2000-10-28,4,80
Westlife,Swear It Again,4:07,2000-04-01,4,55
"Williams, Robbie",Angels,3:56,1999-11-20,4,69
"Wills, Mark",Back At One,4:00,2000-01-15,4,43
"Worley, Darryl",When You Need My Lov...,3:35,2000-06-17,4,92
"Wright, Chely",It Was,3:51,2000-03-04,4,72
Yankee Grey,Another Nine Minutes,3:10,2000-04-29,4,74
"Yearwood, Trisha",Real Live Woman,3:55,2000-04-01,4,82
Ying Yang Twins,Whistle While You Tw...,4:19,2000-03-18,4,85
matchbox twenty,Bent,4:12,2000-04-29,4,24
2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,5,87
3 Doors Down,Kryptonite,3:53,2000-04-08,5,66
3 Doors Down,Loser,4:24,2000-10-21,5,67
504 Boyz,Wobble Wobble,3:35,2000-04-15,5,17
98^0,Give Me Just One Nig...,3:24,2000-08-19,5,26
A*Teens,Dancing Queen,3:44,2000-07-08,5,100
Aaliyah,I Don't Wanna,4:15,2000-01-29,5,38
Aaliyah,Try Again,4:03,2000-03-18,5,21
"Adams, Yolanda",Open My Heart,5:30,2000-08-26,5,68
"Adkins, Trace",More,3:05,2000-04-29,5,73
"Aguilera, Christina",Come On Over Baby (A...,3:38,2000-08-05,5,23
"Aguilera, Christina",I Turn To You,4:00,2000-04-15,5,21
"Aguilera, Christina",What A Girl Wants,3:18,1999-11-27,5,13
Alice Deejay,Better Off Alone,6:50,2000-04-08,5,45
"Allan, Gary",Smoke Rings In The D...,4:18,2000-01-22,5,92
Amber,Sexual,4:38,1999-07-17,5,100
"Anthony, Marc",My Baby You,3:59,2000-09-16,5,82
"Anthony, Marc",You Sang To Me,3:50,2000-02-26,5,30
Avant,My First Love,4:28,2000-11-04,5,39
Avant,Separated,4:13,2000-04-29,5,26
BBMak,Back Here,3:35,2000-04-29,5,38
"Backstreet Boys, The",Shape Of My Heart,3:49,2000-10-14,5,12
"Backstreet Boys, The",Show Me The Meaning ...,3:54,2000-01-01,5,16
"Backstreet Boys, The",The One,3:46,2000-05-27,5,31
"Badu, Erkyah",Bag Lady,5:03,2000-08-19,5,48
Baha Men,Who Let The Dogs Out,3:17,2000-07-22,5,65
Barenaked Ladies,Pinch Me,3:46,2000-09-09,5,51
Beenie Man,Girls Dem Sugar,4:17,2000-10-21,5,62
Before Dark,Monica,4:04,2000-05-20,5,77
Big Punisher,It's So Hard,3:25,2000-04-22,5,81
Black Rob,Whoa!,4:04,2000-03-04,5,47
"Black, Clint",Been There,5:28,2000-02-19,5,58
Blaque,Bring It All To Me,3:46,1999-10-23,5,24
"Blige, Mary J.",Deep Inside,5:26,1999-11-13,5,75
"Blige, Mary J.",Give Me You,5:00,2000-04-15,5,68
Blink-182,All The Small Things,2:52,1999-12-04,5,59
Bloodhound Gang,The Bad Touch,4:20,2000-03-18,5,52
Bon Jovi,It's My Life,3:44,2000-08-12,5,48
"Braxton, Toni",He Wasn't Man Enough,4:21,2000-03-18,5,35
"Braxton, Toni",Just Be A Man About ...,4:10,2000-07-29,5,37
"Brock, Chad",Yes!,3:22,2000-04-08,5,59
Brooks & Dunn,You'll Always Be Lov...,2:58,2000-06-10,5,83
"Brooks, Garth",Do What You Gotta Do,2:56,2000-02-19,5,69
"Byrd, Tracy",Put Your Hand In Min...,4:30,2000-01-29,5,86
"Cagle, Chris",My Love Goes On And ...,3:02,2000-10-21,5,84
Cam'ron,What Means The World...,4:38,2000-10-14,5,84
"Carey, Mariah",Crybaby,5:19,2000-06-24,5,77
"Carey, Mariah",Thank God I Found Yo...,4:14,1999-12-11,5,41
"Carter, Aaron",Aaron's Party (Come ...,3:23,2000-08-26,5,35
"Carter, Torrey",Take That,3:43,2000-06-24,5,89
Changing Faces,That Other Woman,4:00,2000-09-30,5,64
"Chesney, Kenny",I Lost It,3:54,2000-10-21,5,58
"Chesney, Kenny",What I Need To Do,4:05,2000-04-01,5,69
Clark Family Experience,Meanwhile Back At Th...,2:56,2000-11-18,5,80
"Clark, Terri",A Little Gasoline,3:07,2000-12-16,5,99
Common,The Light,3:55,2000-08-05,5,46
Counting Crows,Hanginaround,4:07,1999-11-06,5,46
Creed,Higher,5:16,1999-09-11,5,61
Creed,With Arms Wide Open,3:52,2000-05-13,5,70
"Cyrus, Billy Ray",You Won't Be Lonely ...,3:45,2000-09-23,5,91
D'Angelo,Left & Right,4:35,1999-12-11,5,91
D'Angelo,Untitled (How Does I...,7:10,2000-01-22,5,25
DMX,Party Up (Up In Here...,3:45,2000-02-26,5,49
DMX,What You Want,4:05,2000-07-01,5,86
DMX,What's My Name,3:50,2000-01-15,5,67
Da Brat,That's What I'm Look...,3:44,2000-02-26,5,60
Da Brat,What'Chu Like,3:57,2000-06-03,5,51
"Davidson, Clay",Unconditional,3:56,2000-03-25,5,83
Destiny's Child,Independent Women Pa...,3:38,2000-09-23,5,23
Destiny's Child,Jumpin' Jumpin',3:48,2000-05-13,5,57
Destiny's Child,Say My Name,4:31,1999-12-25,5,16
"Diffie, Joe",It's Always Somethin...,2:55,2000-08-12,5,60
"Diffie, Joe",The Quittin' Kind,3:23,2000-01-01,5,93
"Dion, Celine",That's The Way It Is,4:03,1999-11-13,5,44
"Dixie Chicks, The",Cold Day In July,5:12,2000-06-24,5,68
"Dixie Chicks, The",Cowboy Take Me Away,4:51,1999-11-27,5,52
"Dixie Chicks, The",Goodbye Earl,4:19,2000-03-18,5,20
"Dixie Chicks, The",Without You,3:32,2000-10-07,5,50
Dr. Dre,Forgot About Dre,3:42,2000-01-22,5,36
Dr. Dre,The Next Episode,2:38,2000-05-27,5,46
Drama,"Left, Right, Left",3:37,2000-02-12,5,75
Dream,He Loves U Not,3:43,2000-09-30,5,47
"Eastsidaz, The",G'D Up,4:27,2000-01-08,5,57
Eiffel 65,Blue,3:29,1999-12-11,5,13
"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,1999-11-27,5,7
Eminem,Stan,5:26,2000-11-04,5,51
Eminem,The Real Slim Shady,4:42,2000-05-06,5,11
Eminem,The Way I Am,4:40,2000-08-26,5,59
"Evans, Sara",Born To Fly,5:36,2000-10-21,5,55
Eve,Got It All,3:48,2000-07-15,5,95
Eve,Love Is Blind,3:51,2000-01-08,5,46
Everclear,Wonderful,4:30,2000-07-08,5,33
"Fabian, Lara",I Will Love Again,3:43,2000-06-10,5,60
Fatboy Slim,The Rockafeller Skan...,4:00,1999-11-13,5,77
Filter,Take A Picture,4:23,1999-11-27,5,38
Foo Fighters,Learn To Fly,3:55,1999-10-16,5,60
Funkmaster Flex,Do You,4:14,2000-11-11,5,91
"Gill, Vince",Feels Like Love,4:13,2000-09-02,5,73
"Gilman, Billy",One Voice,4:07,2000-06-17,5,65
Ginuwine,None Of Ur Friends B...,4:12,1999-12-11,5,60
Ginuwine,The Best Man I Can B...,4:06,2000-01-08,5,84
Goo Goo Dolls,Broadway,3:54,2000-04-22,5,35
"Gray, Macy",I Try,3:52,2000-02-19,5,30
"Griggs, Andy",She's More,3:19,2000-03-11,5,62
Guy,Dancin',4:08,1999-12-18,5,36
Hanson,This Time Around,4:14,2000-04-22,5,87
"Hart, Beth",L.A. Song,3:47,1999-11-27,5,99
"Heatherly, Eric",Flowers On The Wall,3:16,2000-04-29,5,82
"Henley, Don",Taking You Home,4:08,2000-06-24,5,66
"Hill, Faith",Breathe,4:04,1999-11-06,5,42
"Hill, Faith",Let's Make Love,4:11,2000-08-12,5,67
Hoku,Another Dumb Blonde,3:47,2000-02-19,5,34
Hot Boys,I Need A Hot Girl,4:16,2000-02-19,5,65
"Houston, Whitney",Could I Have This Ki...,3:54,2000-06-17,5,59
"Houston, Whitney",I Learned From The B...,4:18,2000-02-19,5,28
"Houston, Whitney",My Love Is Your Love,4:16,1999-09-04,5,11
"Houston, Whitney","Same Script, Differe...",4:45,2000-06-17,5,70
IMx,Stay The Night,3:37,1999-10-09,5,40
Ice Cube,You Can Do It,4:20,1999-12-04,5,42
Ideal,Whatever,3:48,2000-06-10,5,64
"Iglesias, Enrique",Be With You,3:36,2000-04-01,5,17
"Iglesias, Enrique",Rhythm Divine,7:35,1999-12-04,5,67
J-Shin,One Night Stand,4:34,1999-12-25,5,72
Ja Rule,Between Me And You,4:05,2000-09-16,5,27
"Jackson, Alan",It Must Be Love,2:53,2000-06-24,5,57
"Jackson, Alan",Pop A Top,3:04,1999-11-13,5,63
"Jackson, Alan",www.memory,2:36,2000-11-04,5,50
Jagged Edge,He Can't Love U,3:30,1999-12-11,5,15
Jagged Edge,Let's Get Married,4:23,2000-05-06,5,38
Janet,Doesn't Really Matte...,4:17,2000-06-17,5,29
Jay-Z,Anything,3:41,2000-02-26,5,63
Jay-Z,Big Pimpin',3:55,2000-04-22,5,28
Jay-Z,Do It Again (Put Ya ...,3:47,2000-01-15,5,74
Jay-Z,Hey Papi,3:40,2000-08-12,5,83
Jay-Z,I Just Wanna Love U ...,3:50,2000-10-28,5,23
"Jean, Wyclef",911,4:00,2000-10-07,5,53
Joe,I Wanna Know,4:57,2000-01-01,5,41
Joe,Treat Her Like A Lad...,4:12,2000-08-05,5,69
"John, Elton",Someday Out Of The B...,4:41,2000-04-22,5,67
"Jones, Donell",Where I Wanna Be,6:22,2000-04-22,5,41
"Jordan, Montell",Get It On.. Tonite,4:34,1999-10-23,5,67
Juvenile,U Understand,3:51,2000-02-05,5,97
Kandi,Don't Think I'm Not,3:50,2000-08-05,5,49
"Keith, Toby",Country Comes To Tow...,3:39,2000-08-05,5,66
"Keith, Toby",How Do You Like Me N...,3:29,2000-01-29,5,45
Kelis,Caught Out There,4:09,1999-12-04,5,63
Kenny G,Auld Lang Syne (The ...,7:50,1999-12-25,5,66
Kid Rock,Only God Knows Why,5:27,2000-02-19,5,35
"Kravitz, Lenny",I Belong To You,4:17,2000-03-25,5,71
Kumbia Kings,U Don't Love Me,3:50,2000-03-04,5,70
LFO,I Don't Wanna Kiss Y...,5:00,2000-04-15,5,91
"Lawrence, Tracy",Lessons Learned,2:55,2000-01-29,5,48
"Levert, Gerald",Baby U Are,4:10,2000-08-19,5,96
"Levert, Gerald",Mr. Too Damn Good,4:06,2000-03-18,5,86
Lil Bow Wow,Bounce With Me,3:22,2000-08-19,5,20
Lil Wayne,Tha Block Is Hot,4:13,1999-12-04,5,84
Lil' Kim,How Many Licks?,3:50,2000-11-25,5,86
Lil' Kim,No Matter What They ...,4:12,2000-07-15,5,65
Lil' Mo,Ta Da,4:17,2000-08-12,5,100
Lil' Zane,Callin' Me,3:43,2000-07-29,5,34
Limp Bizkit,N 2 Gether Now,3:55,1999-12-04,5,78
Limp Bizkit,Re-Arranged,4:08,1999-12-04,5,95
Limp Bizkit,Rollin',4:04,2000-11-11,5,65
Lonestar,Amazed,4:25,1999-06-05,5,38
Lonestar,Smile,3:33,1999-12-18,5,65
Lonestar,What About Now,3:30,2000-06-10,5,56
"Lopez, Jennifer",Feelin' Good,4:28,2000-02-19,5,54
"Loveless, Patty",That's The Kind Of M...,3:27,2000-09-16,5,88
Lox,"Ryde or Die, Chick",3:56,2000-03-18,5,91
Lucy Pearl,Dance Tonight,3:45,2000-05-20,5,55
Ludacris,What's Your Fantasy,4:16,2000-09-30,5,49
M2M,Don't Say You Love M...,3:41,1999-11-20,5,54
M2M,Mirror Mirror,3:19,2000-04-01,5,75
Madison Avenue,Don't Call Me Baby,3:44,2000-07-08,5,93
Madonna,American Pie,4:30,2000-02-19,5,33
Madonna,Music,3:45,2000-08-12,5,2
"Martin, Ricky",Private Emotion,4:02,2000-03-11,5,89
"Martin, Ricky",Shake Your Bon-Bon,3:08,1999-11-20,5,39
"Martin, Ricky",She Bangs,4:02,2000-10-07,5,18
Mary Mary,Shackles (Praise You...,3:12,2000-03-25,5,43
"McBride, Martina",Love's The Only Hous...,5:13,2000-02-05,5,53
"McBride, Martina",There You Are,3:26,2000-09-09,5,73
"McEntire, Reba",I'll Be,4:23,2000-05-13,5,69
"McEntire, Reba",What Do You Say,3:26,1999-10-30,5,69
"McGraw, Tim",My Best Friend,4:33,1999-11-27,5,54
"McGraw, Tim",My Next Thirty Years,3:37,2000-10-21,5,46
"McGraw, Tim",Some Things Never Ch...,3:56,2000-05-13,5,63
"McKnight, Brian",Stay Or Let It Go,4:32,2000-02-26,5,76
"Messina, Jo Dee",Because You Love Me,3:50,2000-01-29,5,66
"Messina, Jo Dee",That's The Way,3:17,2000-06-24,5,50
Metallica,I Disappear,4:26,2000-05-13,5,81
Metallica,No Leaf Clover (Live...,5:43,2000-02-12,5,74
Montgomery Gentry,Daddy Won't Sell The...,4:18,2000-03-04,5,81
"Montgomery, John Michael",The Little Girl,3:52,2000-09-09,5,45
"Moore, Chante",Straight Up,3:40,2000-10-28,5,85
"Moore, Mandy",I Wanna Be With You,4:12,2000-06-17,5,45
"Mumba, Samantha",Gotta Tell You,3:19,2000-09-09,5,39
Musiq,Just Friends,4:02,2000-10-14,5,54
Mya,Case Of The Ex (What...,3:50,2000-08-19,5,42
Mya,The Best Of Me,4:12,2000-04-15,5,55
Mystikal,Shake Ya Ass,4:46,2000-08-12,5,34
N'Sync,Bye Bye Bye,3:15,2000-01-29,5,13
N'Sync,It's Gonna Be Me,3:10,2000-05-06,5,26
N'Sync,This I Promise You,4:23,2000-09-30,5,11
Nas,You Owe Me,3:51,2000-03-25,5,59
Nelly,(Hot S**t) Country G...,4:17,2000-04-29,5,55
Next,Wifey,4:03,2000-05-27,5,36
Nine Days,Absolutely (Story Of...,3:09,2000-05-06,5,39
Nine Days,If I Am,4:18,2000-12-02,5,100
No Doubt,Simple Kind Of Life,4:11,2000-07-01,5,38
Nu Flavor,3 Little Words,3:54,2000-06-03,5,94
"Offspring, The",Original Prankster,3:42,2000-11-25,5,77
"Paisley, Brad",We Danced,3:45,2000-10-14,5,45
Papa Roach,Last Resort,3:19,2000-07-29,5,66
Pearl Jam,Nothing As It Seems,5:20,2000-05-13,5,93
Pink,Most Girls,4:06,2000-08-12,5,27
Pink,There U Go,3:23,2000-03-04,5,11
"Price, Kelly",As We Lay,6:20,2000-07-15,5,71
"Price, Kelly",You Should've Told M...,3:12,2000-09-23,5,86
Profyle,Liar,3:57,2000-09-16,5,16
Puff Daddy,Best Friend,5:33,2000-02-12,5,99
Q-Tip,Breathe And Stop,4:06,2000-01-22,5,96
R.E.M.,The Great Beyond,4:10,1999-12-25,5,60
Rascal Flatts,Prayin' For Daylight,3:36,2000-05-06,5,66
"Raye, Collin",Couldn't Last A Mome...,3:40,2000-03-18,5,67
Red Hot Chili Peppers,Californication,5:21,2000-07-29,5,79
Red Hot Chili Peppers,Otherside,4:13,2000-02-12,5,51
"Rimes, LeAnn",Big Deal,3:03,1999-10-16,5,51
"Rimes, LeAnn",Can't Fight The Moon...,3:33,2000-09-09,5,96
"Rimes, LeAnn",I Need You,3:42,2000-05-27,5,59
"Rogers, Kenny",Buy Me A Rose,3:46,2000-03-11,5,54
Ruff Endz,No More,3:56,2000-07-01,5,12
Sammie,I Like It,4:09,2000-01-29,5,40
Santana,"Maria, Maria",4:18,2000-02-12,5,2
Savage Garden,Crash And Burn,4:41,2000-04-08,5,33
Savage Garden,I Knew I Loved You,4:07,1999-10-23,5,20
SheDaisy,I Will.. But,3:40,2000-07-15,5,59
SheDaisy,This Woman Needs,3:20,2000-02-05,5,57
"Sheist, Shade",Where I Wanna Be,4:16,2000-11-11,5,100
Shyne,Bad Boyz,4:22,2000-09-09,5,82
"Simpson, Jessica",I Think I'm In Love ...,3:32,2000-07-01,5,25
"Simpson, Jessica",Where You Are,3:51,2000-04-01,5,76
Sisqo,Got To Get It,3:52,1999-11-20,5,48
Sisqo,Incomplete,3:52,2000-06-24,5,61
Sisqo,Thong Song,4:05,2000-01-29,5,26
Sister Hazel,Change Your Mind,4:02,2000-07-15,5,63
Smash Mouth,Then The Morning Com...,3:04,1999-10-30,5,27
Son By Four,A Puro Dolor (Purest...,3:30,2000-04-08,5,72
Sonique,It Feels So Good,3:48,2000-01-22,5,19
SoulDecision,Faded,3:25,2000-07-08,5,56
"Spears, Britney",From The Bottom Of M...,4:30,2000-01-29,5,14
"Spears, Britney",Lucky,3:23,2000-08-12,5,23
"Spears, Britney",Oops!.. I Did It Aga...,3:30,2000-04-22,5,15
Splender,I Think God Can Expl...,3:55,2000-06-10,5,62
Sting,Desert Rose,3:52,2000-05-13,5,55
Stone Temple Pilots,Sour Girl,4:16,2000-07-08,5,78
"Stone, Angie",No More Rain (In Thi...,4:42,1999-12-25,5,56
"Strait, George",Go On,3:48,2000-08-26,5,53
"Strait, George",The Best Day,3:24,2000-01-29,5,44
Sugar Ray,Falls Apart,4:15,2000-01-15,5,34
TLC,Dear Lie,4:36,2000-02-12,5,56
Tamar,If You Don't Wanna L...,4:02,2000-03-25,5,92
Tamia,Can't Go For That,3:38,2000-09-16,5,97
Third Eye Blind,Deep Inside Of You,4:10,2000-09-02,5,70
Third Eye Blind,Never Let You Go,3:57,2000-01-22,5,23
"Thomas, Carl",Emotional,4:31,2000-11-25,5,54
"Thomas, Carl",I Wish,3:50,2000-03-25,5,32
"Thomas, Carl",Summer Rain,4:57,2000-09-23,5,82
"Tippin, Aaron",Kiss This,2:53,2000-08-26,5,52
Train,Meet Virginia,3:55,1999-10-09,5,48
Trick Daddy,Shut Up,4:17,2000-05-20,5,83
"Tritt, Travis",Best Of Intentions,4:15,2000-08-19,5,63
"Urban, Keith",Your Everything,4:10,2000-07-15,5,67
Usher,Pop Ya Collar,3:36,2000-11-04,5,62
"Vassar, Phil",Carlene,4:07,2000-03-04,5,57
"Vassar, Phil",Just Another Day In ...,3:54,2000-09-30,5,53
Vertical Horizon,Everything You Want,4:01,2000-01-22,5,40
Vertical Horizon,You're A God,3:45,2000-08-26,5,37
Vitamin C,Graduation (Friends ...,4:23,2000-04-15,5,46
Vitamin C,The Itch,3:30,2000-12-02,5,57
"Walker, Clay","Live, Laugh, Love",4:06,1999-12-04,5,94
"Walker, Clay",The Chain Of Love,5:03,2000-04-15,5,51
"Wallflowers, The",Sleepwalker,3:29,2000-10-28,5,90
Westlife,Swear It Again,4:07,2000-04-01,5,55
"Williams, Robbie",Angels,3:56,1999-11-20,5,62
"Wills, Mark",Back At One,4:00,2000-01-15,5,37
"Worley, Darryl",When You Need My Lov...,3:35,2000-06-17,5,85
"Wright, Chely",It Was,3:51,2000-03-04,5,71
Yankee Grey,Another Nine Minutes,3:10,2000-04-29,5,83
"Yearwood, Trisha",Real Live Woman,3:55,2000-04-01,5,81
Ying Yang Twins,Whistle While You Tw...,4:19,2000-03-18,5,84
matchbox twenty,Bent,4:12,2000-04-29,5,22
2 Pac,Baby Don't Cry (Keep...,4:22,2000-02-26,6,94
3 Doors Down,Kryptonite,3:53,2000-04-08,6,57
3 Doors Down,Loser,4:24,2000-10-21,6,65
504 Boyz,Wobble Wobble,3:35,2000-04-15,6,31
98^0,Give Me Just One Nig...,3:24,2000-08-19,6,19
Aaliyah,I Don't Wanna,4:15,2000-01-29,6,35
Aaliyah,Try Again,4:03,2000-03-18,6,18
"Adams, Yolanda",Open My Heart,5:30,2000-08-26,6,67
"Adkins, Trace",More,3:05,2000-04-29,6,69
"Aguilera, Christina",Come On Over Baby (A...,3:38,2000-08-05,6,18
"Aguilera, Christina",I Turn To You,4:00,2000-04-15,6,19
"Aguilera, Christina",What A Girl Wants,3:18,1999-11-27,6,13
Alice Deejay,Better Off Alone,6:50,2000-04-08,6,36
Amber,Sexual,4:38,1999-07-17,6,93
"Anthony, Marc",My Baby You,3:59,2000-09-16,6,81
"Anthony, Marc",You Sang To Me,3:50,2000-02-26,6,27
Avant,My First Love,4:28,2000-11-04,6,33
Avant,Separated,4:13,2000-04-29,6,30
BBMak,Back Here,3:35,2000-04-29,6,34
"Backstreet Boys, The",Shape Of My Heart,3:49,2000-10-14,6,12
"Backstreet Boys, The",Show Me The Meaning ...,3:54,2000-01-01,6,14
"Backstreet Boys, The",The One,3:46,2000-05-27,6,30
"Badu, Erkyah",Bag Lady,5:03,2000-08-19,6,42
Baha Men,Who Let The Dogs Out,3:17,2000-07-22,6,54
Barenaked Ladies,Pinch Me,3:46,2000-09-09,6,37
Beenie Man,Girls Dem Sugar,4:17,2000-10-21,6,63
Before Dark,Monica,4:04,2000-05-20,6,87
Big Punisher,It's So Hard,3:25,2000-04-22,6,81
Black Rob,Whoa!,4:04,2000-03-04,6,46
"Black, Clint",Been There,5:28,2000-02-19,6,57
Blaque,Bring It All To Me,3:46,1999-10-23,6,19
"Blige, Mary J.",Deep Inside,5:26,1999-11-13,6,73
"Blige, Mary J.",Give Me You,5:00,2000-04-15,6,77
Blink-182,All The Small Things,2:52,1999-12-04,6,51
Bloodhound Gang,The Bad Touch,4:20,2000-03-18,6,57
Bon Jovi,It's My Life,3:44,2000-08-12,6,45
"Braxton, Toni",He Wasn't Man Enough,4:21,2000-03-18,6,24
"Braxton, Toni",Just Be A Man About ...,4:10,2000-07-29,6,32
"Brock, Chad",Yes!,3:22,2000-04-08,6,47
Brooks & Dunn,You'll Always Be Lov...,2:58,2000-06-10,6,83
"Brooks, Garth",Do What You Gotta Do,2:56,2000-02-19,6,77
"Byrd, Tracy",Put Your Hand In Min...,4:30,2000-01-29,6,88
"Cagle, Chris",My Love Goes On And ...,3:02,2000-10-21,6,83
Cam'ron,What Means The World...,4:38,2000-10-14,6,83
"Carey, Mariah",Crybaby,5:19,2000-06-24,6,90
"Carey, Mariah",Thank God I Found Yo...,4:14,1999-12-11,6,37
"Carter, Aaron",Aaron's Party (Come ...,3:23,2000-08-26,6,37
"Carter, Torrey",Take That,3:43,2000-06-24,6,87
Changing Faces,That Other Woman,4:00,2000-09-30,6,76
"Chesney, Kenny",I Lost It,3:54,2000-10-21,6,53
"Chesney, Kenny",What I Need To Do,4:05,2000-04-01,6,69
Clark Family Experience,Meanwhile Back At Th...,2:56,2000-11-18,6,80
"Clark, Terri",A Little Gasoline,3:07,2000-12-16,6,99
Common,The Light,3:55,2000-08-05,6,44
Counting Crows,Hanginaround,4:07,1999-11-06,6,37
Creed,Higher,5:16,1999-09-11,6,58
Creed,With Arms Wide Open,3:52,2000-05-13,6,68
"Cyrus, Billy Ray",You Won't Be Lonely ...,3:45,2000-09-23,6,88
D'Angelo,Untitled (How Does I...,7:10,2000-01-22,6,25
DMX,Party Up (Up In Here...,3:45,2000-02-26,6,44
DMX,What You Want,4:05,2000-07-01,6,79
DMX,What's My Name,3:50,2000-01-15,6,73
Da Brat,That's What I'm Look...,3:44,2000-02-26,6,60
Da Brat,What'Chu Like,3:57,2000-06-03,6,41
"Davidson, Clay",Unconditional,3:56,2000-03-25,6,78
Destiny's Child,Independent Women Pa...,3:38,2000-09-23,6,15
Destiny's Child,Jumpin' Jumpin',3:48,2000-05-13,6,50
Destiny's Child,Say My Name,4:31,1999-12-25,6,13
"Diffie, Joe",It's Always Somethin...,2:55,2000-08-12,6,57
"Diffie, Joe",The Quittin' Kind,3:23,2000-01-01,6,94
"Dion, Celine",That's The Way It Is,4:03,1999-11-13,6,34
"Dixie Chicks, The",Cold Day In July,5:12,2000-06-24,6,68
"Dixie Chicks, The",Cowboy Take Me Away,4:51,1999-11-27,6,52
"Dixie Chicks, The",Goodbye Earl,4:19,2000-03-18,6,20
"Dixie Chicks, The",Without You,3:32,2000-10-07,6,49
Dr. Dre,Forgot About Dre,3:42,2000-01-22,6,30
Dr. Dre,The Next Episode,2:38,2000-05-27,6,41
Drama,"Left, Right, Left",3:37,2000-02-12,6,73
Dream,He Loves U Not,3:43,2000-09-30,6,42
"Eastsidaz, The",G'D Up,4:27,2000-01-08,6,47
Eiffel 65,Blue,3:29,1999-12-11,6,11
"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,1999-11-27,6,7
Eminem,Stan,5:26,2000-11-04,6,51
Eminem,The Real Slim Shady,4:42,2000-05-06,6,7
Eminem,The Way I Am,4:40,2000-08-26,6,58
"Evans, Sara",Born To Fly,5:36,2000-10-21,6,51
Eve,Love Is Blind,3:51,2000-01-08,6,40
Everclear,Wonderful,4:30,2000-07-08,6,25
"Fabian, Lara",I Will Love Again,3:43,2000-06-10,6,52
Fatboy Slim,The Rockafeller Skan...,4:00,1999-11-13,6,77
Filter,Take A Picture,4:23,1999-11-27,6,38
Foo Fighters,Learn To Fly,3:55,1999-10-16,6,52
Funkmaster Flex,Do You,4:14,2000-11-11,6,94
"Gill, Vince",Feels Like Love,4:13,2000-09-02,6,65
"Gilman, Billy",One Voice,4:07,2000-06-17,6,56
Ginuwine,None Of Ur Friends B...,4:12,1999-12-11,6,63
Ginuwine,The Best Man I Can B...,4:06,2000-01-08,6,88
Goo Goo Dolls,Broadway,3:54,2000-04-22,6,31
"Gray, Macy",I Try,3:52,2000-02-19,6,20
"Griggs, Andy",She's More,3:19,2000-03-11,6,55
Guy,Dancin',4:08,1999-12-18,6,44
Hanson,This Time Around,4:14,2000-04-22,6,71
"Hart, Beth",L.A. Song,3:47,1999-11-27,6,99
"Heatherly, Eric",Flowers On The Wall,3:16,2000-04-29,6,77
"Henley, Don",Taking You Home,4:08,2000-06-24,6,62
"Herndon, Ty",No Mercy,4:43,2000-03-18,6,98
"Hill, Faith",Breathe,4:04,1999-11-06,6,35
